Date,Open,High,Low,Close,Shares_Traded,Turnover_Rs_Cr
3/28/2018,10143.6,10158.35,10096.9,10113.7,354977198,18807.48
04-02-2018,10151.65,10220.1,10127.75,10211.8,223135459,10968.95
04-03-2018,10186.85,10255.35,10171.05,10245,211652029,10167.12
04-04-2018,10274.6,10279.85,10111.3,10128.4,238182921,11861.79
04-05-2018,10228.45,10331.8,10227.45,10325.15,244116235,11674.92
04-06-2018,10322.75,10350.45,10290.85,10331.6,206355691,10131.74
04-09-2018,10333.7,10397.7,10328.5,10379.35,228512954,10714.13
04-10-2018,10412.9,10424.85,10381.5,10402.25,259523888,11905.12
04-11-2018,10428.15,10428.15,10355.6,10417.15,258077363,11790.58
04-12-2018,10410.65,10469.9,10395.25,10458.65,246027888,12249.66
4/13/2018,10495.3,10519.9,10451.45,10480.6,219724716,12354.55
4/16/2018,10398.3,10540.15,10396.35,10528.35,200950876,11242.05
4/17/2018,10557.3,10560.45,10495.65,10548.7,212449535,10501.71
4/18/2018,10578.9,10594.2,10509.7,10526.2,211823044,9888.65
4/19/2018,10563.65,10572.2,10546.2,10565.3,270740891,12559.11
4/20/2018,10560.35,10582.35,10527.45,10564.05,252227268,15372.66
4/23/2018,10592.8,10638.35,10514.95,10584.7,200203196,13642.67
4/24/2018,10578.1,10636.8,10569,10614.35,225972673,12281.53
4/25/2018,10612.4,10612.6,10536.45,10570.55,195129613,11125.11
4/26/2018,10586.5,10628.4,10559.65,10617.8,345536167,19200.41
4/27/2018,10651.65,10719.8,10647.55,10692.3,306671172,16886.89
4/30/2018,10705.75,10759,10704.6,10739.35,179163468,10412.57
05-02-2018,10783.85,10784.65,10689.8,10718.05,236757172,14820.58
05-03-2018,10720.15,10720.6,10647.45,10679.65,190869804,11018.21
05-04-2018,10700.45,10700.45,10601.6,10618.25,192296041,9721.56
05-07-2018,10653.15,10725.65,10635.65,10715.5,173620240,9239.44
